Comunidad Autónoma y Provincia;Tipo de índice;años;Total
Comunidad Valenciana;Partos/camas de obstetricia;1991;47,82
Comunidad Valenciana;Necropsias/1.000 fallecidos;2000;..
Comunidad Valenciana;Necropsias/1.000 fallecidos;1999;..
Comunidad Valenciana;Necropsias/1.000 fallecidos;1998;..
Comunidad Valenciana;Necropsias/1.000 fallecidos;1997;42,54
Comunidad Valenciana;Necropsias/1.000 fallecidos;1996;37,48
Comunidad Valenciana;Necropsias/1.000 fallecidos;1995;40,83
Comunidad Valenciana;Necropsias/1.000 fallecidos;1994;56,69
Comunidad Valenciana;Necropsias/1.000 fallecidos;1993;56,15
Comunidad Valenciana;Necropsias/1.000 fallecidos;1992;40,77
Comunidad Valenciana;Necropsias/1.000 fallecidos;1991;41,16
Alicante/Alacant;Grado de ocupación;2000;..
Alicante/Alacant;Grado de ocupación;1999;..
Alicante/Alacant;Grado de ocupación;1998;..
Alicante/Alacant;Grado de ocupación;1997;76,30
Alicante/Alacant;Grado de ocupación;1996;75,04
Alicante/Alacant;Grado de ocupación;1995;76,23
Alicante/Alacant;Grado de ocupación;1994;69,31
Alicante/Alacant;Grado de ocupación;1993;71,84
Alicante/Alacant;Grado de ocupación;1992;70,34
Alicante/Alacant;Grado de ocupación;1991;68,75
Alicante/Alacant;Promedio de estancias/enfermo;2000;..
Alicante/Alacant;Promedio de estancias/enfermo;1999;..
Alicante/Alacant;Promedio de estancias/enfermo;1998;..
Alicante/Alacant;Promedio de estancias/enfermo;1997;7,76
Alicante/Alacant;Promedio de estancias/enfermo;1996;8,32
Alicante/Alacant;Promedio de estancias/enfermo;1995;8,79
Alicante/Alacant;Promedio de estancias/enfermo;1994;8,58
Alicante/Alacant;Promedio de estancias/enfermo;1993;9,10
Alicante/Alacant;Promedio de estancias/enfermo;1992;8,31
Alicante/Alacant;Promedio de estancias/enfermo;1991;9,16
Alicante/Alacant;Índice de rotación;2000;..
Alicante/Alacant;Índice de rotación;1999;..
Alicante/Alacant;Índice de rotación;1998;..
Alicante/Alacant;Índice de rotación;1997;35,90
Alicante/Alacant;Índice de rotación;1996;32,94
Alicante/Alacant;Índice de rotación;1995;31,64
Alicante/Alacant;Índice de rotación;1994;29,49
Alicante/Alacant;Índice de rotación;1993;28,82
Alicante/Alacant;Índice de rotación;1992;30,89
Alicante/Alacant;Índice de rotación;1991;27,40
Alicante/Alacant;Actos quirúrgicos/quirófano;2000;..
Alicante/Alacant;Actos quirúrgicos/quirófano;1999;..
Alicante/Alacant;Actos quirúrgicos/quirófano;1998;..
Alicante/Alacant;Actos quirúrgicos/quirófano;1997;954,44
Alicante/Alacant;Actos quirúrgicos/quirófano;1996;939,56
Alicante/Alacant;Actos quirúrgicos/quirófano;1995;904,14
Alicante/Alacant;Actos quirúrgicos/quirófano;1994;790,54
Alicante/Alacant;Actos quirúrgicos/quirófano;1993;737,47
Alicante/Alacant;Actos quirúrgicos/quirófano;1992;747,50
Alicante/Alacant;Actos quirúrgicos/quirófano;1991;640,83
Alicante/Alacant;Partos/camas de obstetricia;2000;..
Alicante/Alacant;Partos/camas de obstetricia;1999;..
Alicante/Alacant;Partos/camas de obstetricia;1998;..
Alicante/Alacant;Partos/camas de obstetricia;1997;53,59
Alicante/Alacant;Partos/camas de obstetricia;1996;52,28
Alicante/Alacant;Partos/camas de obstetricia;1995;48,62
Alicante/Alacant;Partos/camas de obstetricia;1994;49,22
Alicante/Alacant;Partos/camas de obstetricia;1993;47,37
Alicante/Alacant;Partos/camas de obstetricia;1992;49,45
Alicante/Alacant;Partos/camas de obstetricia;1991;50,50
Alicante/Alacant;Necropsias/1.000 fallecidos;2000;..
Alicante/Alacant;Necropsias/1.000 fallecidos;1999;..
Alicante/Alacant;Necropsias/1.000 fallecidos;1998;..
Alicante/Alacant;Necropsias/1.000 fallecidos;1997;23,81
Alicante/Alacant;Necropsias/1.000 fallecidos;1996;26,13
Alicante/Alacant;Necropsias/1.000 fallecidos;1995;30,14
Alicante/Alacant;Necropsias/1.000 fallecidos;1994;61,80
Alicante/Alacant;Necropsias/1.000 fallecidos;1993;51,04
Alicante/Alacant;Necropsias/1.000 fallecidos;1992;45,29
Alicante/Alacant;Necropsias/1.000 fallecidos;1991;36,37
Castellón/Castelló;Grado de ocupación;2000;..
Castellón/Castelló;Grado de ocupación;1999;..
Castellón/Castelló;Grado de ocupación;1998;..
Castellón/Castelló;Grado de ocupación;1997;71,15
Castellón/Castelló;Grado de ocupación;1996;71,95
Castellón/Castelló;Grado de ocupación;1995;70,38
Castellón/Castelló;Grado de ocupación;1994;67,25
Castellón/Castelló;Grado de ocupación;1993;69,18
Castellón/Castelló;Grado de ocupación;1992;63,17
Castellón/Castelló;Grado de ocupación;1991;65,71
Castellón/Castelló;Promedio de estancias/enfermo;2000;..
Castellón/Castelló;Promedio de estancias/enfermo;1999;..
Castellón/Castelló;Promedio de estancias/enfermo;1998;..
Castellón/Castelló;Promedio de estancias/enfermo;1997;7,77
Castellón/Castelló;Promedio de estancias/enfermo;1996;8,08
Castellón/Castelló;Promedio de estancias/enfermo;1995;8,48
Castellón/Castelló;Promedio de estancias/enfermo;1994;8,52
Castellón/Castelló;Promedio de estancias/enfermo;1993;8,67
Castellón/Castelló;Promedio de estancias/enfermo;1992;9,18
Castellón/Castelló;Promedio de estancias/enfermo;1991;10,18
Castellón/Castelló;Índice de rotación;2000;..
Castellón/Castelló;Índice de rotación;1999;..
Castellón/Castelló;Índice de rotación;1998;..
Castellón/Castelló;Índice de rotación;1997;33,40
Castellón/Castelló;Índice de rotación;1996;32,51
Castellón/Castelló;Índice de rotación;1995;30,31
Castellón/Castelló;Índice de rotación;1994;28,81
Castellón/Castelló;Índice de rotación;1993;29,14
Castellón/Castelló;Índice de rotación;1992;25,10
Castellón/Castelló;Índice de rotación;1991;23,56
Castellón/Castelló;Actos quirúrgicos/quirófano;2000;..
Castellón/Castelló;Actos quirúrgicos/quirófano;1999;..
Castellón/Castelló;Actos quirúrgicos/quirófano;1998;..
Castellón/Castelló;Actos quirúrgicos/quirófano;1997;843,52
Castellón/Castelló;Actos quirúrgicos/quirófano;1996;780,38
Castellón/Castelló;Actos quirúrgicos/quirófano;1995;739,61
Castellón/Castelló;Actos quirúrgicos/quirófano;1994;730,67
Castellón/Castelló;Actos quirúrgicos/quirófano;1993;663,13
Castellón/Castelló;Actos quirúrgicos/quirófano;1992;650,45
Castellón/Castelló;Actos quirúrgicos/quirófano;1991;645,34
Castellón/Castelló;Partos/camas de obstetricia;2000;..
Castellón/Castelló;Partos/camas de obstetricia;1999;..
Castellón/Castelló;Partos/camas de obstetricia;1998;..
Castellón/Castelló;Partos/camas de obstetricia;1997;42,42
Castellón/Castelló;Partos/camas de obstetricia;1996;43,43
Castellón/Castelló;Partos/camas de obstetricia;1995;44,43
Castellón/Castelló;Partos/camas de obstetricia;1994;40,93
Castellón/Castelló;Partos/camas de obstetricia;1993;45,13
Castellón/Castelló;Partos/camas de obstetricia;1992;42,70
Castellón/Castelló;Partos/camas de obstetricia;1991;41,24
Castellón/Castelló;Necropsias/1.000 fallecidos;2000;..
Castellón/Castelló;Necropsias/1.000 fallecidos;1999;..
Castellón/Castelló;Necropsias/1.000 fallecidos;1998;..
Castellón/Castelló;Necropsias/1.000 fallecidos;1997;62,90
Castellón/Castelló;Necropsias/1.000 fallecidos;1996;24,44
Castellón/Castelló;Necropsias/1.000 fallecidos;1995;21,52
Castellón/Castelló;Necropsias/1.000 fallecidos;1994;34,12
Castellón/Castelló;Necropsias/1.000 fallecidos;1993;41,03
Castellón/Castelló;Necropsias/1.000 fallecidos;1992;22,03
Castellón/Castelló;Necropsias/1.000 fallecidos;1991;18,37
Valencia/València;Grado de ocupación;2000;..
Valencia/València;Grado de ocupación;1999;..
Valencia/València;Grado de ocupación;1998;..
Valencia/València;Grado de ocupación;1997;75,42
Valencia/València;Grado de ocupación;1996;76,44
Valencia/València;Grado de ocupación;1995;74,71
Valencia/València;Grado de ocupación;1994;73,59
Valencia/València;Grado de ocupación;1993;74,28
Valencia/València;Grado de ocupación;1992;76,33
Valencia/València;Grado de ocupación;1991;77,00
Valencia/València;Promedio de estancias/enfermo;2000;..
Valencia/València;Promedio de estancias/enfermo;1999;..
Valencia/València;Promedio de estancias/enfermo;1998;..
Valencia/València;Promedio de estancias/enfermo;1997;6,91
Valencia/València;Promedio de estancias/enfermo;1996;7,32
Valencia/València;Promedio de estancias/enfermo;1995;7,57
Valencia/València;Promedio de estancias/enfermo;1994;7,63
Valencia/València;Promedio de estancias/enfermo;1993;8,38
Valencia/València;Promedio de estancias/enfermo;1992;8,74
Valencia/València;Promedio de estancias/enfermo;1991;9,01
Valencia/València;Índice de rotación;2000;..
Valencia/València;Índice de rotación;1999;..
Valencia/València;Índice de rotación;1998;..
Valencia/València;Índice de rotación;1997;39,83
Valencia/València;Índice de rotación;1996;38,14
Valencia/València;Índice de rotación;1995;36,02
Valencia/València;Índice de rotación;1994;35,19
Valencia/València;Índice de rotación;1993;32,34
Valencia/València;Índice de rotación;1992;31,89
Valencia/València;Índice de rotación;1991;31,20
Valencia/València;Actos quirúrgicos/quirófano;2000;..
Valencia/València;Actos quirúrgicos/quirófano;1999;..
Valencia/València;Actos quirúrgicos/quirófano;1998;..
Valencia/València;Actos quirúrgicos/quirófano;1997;976,22
Valencia/València;Actos quirúrgicos/quirófano;1996;949,36
Valencia/València;Actos quirúrgicos/quirófano;1995;958,03
Valencia/València;Actos quirúrgicos/quirófano;1994;847,83
Valencia/València;Actos quirúrgicos/quirófano;1993;728,56
Valencia/València;Actos quirúrgicos/quirófano;1992;802,94
Valencia/València;Actos quirúrgicos/quirófano;1991;843,53
Valencia/València;Partos/camas de obstetricia;2000;..
Valencia/València;Partos/camas de obstetricia;1999;..
Valencia/València;Partos/camas de obstetricia;1998;..
Valencia/València;Partos/camas de obstetricia;1997;47,15
Valencia/València;Partos/camas de obstetricia;1996;47,95
Valencia/València;Partos/camas de obstetricia;1995;46,76
Valencia/València;Partos/camas de obstetricia;1994;41,55
Valencia/València;Partos/camas de obstetricia;1993;38,25
Valencia/València;Partos/camas de obstetricia;1992;47,74
Valencia/València;Partos/camas de obstetricia;1991;47,47
Valencia/València;Necropsias/1.000 fallecidos;2000;..
Valencia/València;Necropsias/1.000 fallecidos;1999;..
Valencia/València;Necropsias/1.000 fallecidos;1998;..
Valencia/València;Necropsias/1.000 fallecidos;1997;49,68
Valencia/València;Necropsias/1.000 fallecidos;1996;46,55
Valencia/València;Necropsias/1.000 fallecidos;1995;50,89
Valencia/València;Necropsias/1.000 fallecidos;1994;57,74
Valencia/València;Necropsias/1.000 fallecidos;1993;61,08
Valencia/València;Necropsias/1.000 fallecidos;1992;41,21
Valencia/València;Necropsias/1.000 fallecidos;1991;46,75
Extremadura;Grado de ocupación;2000;..
Extremadura;Grado de ocupación;1999;..
Extremadura;Grado de ocupación;1998;..
Extremadura;Grado de ocupación;1997;79,61
Extremadura;Grado de ocupación;1996;81,72
Extremadura;Grado de ocupación;1995;80,98
Extremadura;Grado de ocupación;1994;76,33
Extremadura;Grado de ocupación;1993;76,37
Extremadura;Grado de ocupación;1992;74,33
Extremadura;Grado de ocupación;1991;73,83
Extremadura;Promedio de estancias/enfermo;2000;..
Extremadura;Promedio de estancias/enfermo;1999;..
Extremadura;Promedio de estancias/enfermo;1998;..
Extremadura;Promedio de estancias/enfermo;1997;11,15
Extremadura;Promedio de estancias/enfermo;1996;11,12
Extremadura;Promedio de estancias/enfermo;1995;11,83
Extremadura;Promedio de estancias/enfermo;1994;11,77
Extremadura;Promedio de estancias/enfermo;1993;11,87
Extremadura;Promedio de estancias/enfermo;1992;12,46
Extremadura;Promedio de estancias/enfermo;1991;12,49
Extremadura;Índice de rotación;2000;..
Extremadura;Índice de rotación;1999;..
Extremadura;Índice de rotación;1998;..
Extremadura;Índice de rotación;1997;26,05
Extremadura;Índice de rotación;1996;26,82
Extremadura;Índice de rotación;1995;24,99
Extremadura;Índice de rotación;1994;23,67
Extremadura;Índice de rotación;1993;23,49
Extremadura;Índice de rotación;1992;21,78
Extremadura;Índice de rotación;1991;21,57
Extremadura;Actos quirúrgicos/quirófano;2000;..
Extremadura;Actos quirúrgicos/quirófano;1999;..
Extremadura;Actos quirúrgicos/quirófano;1998;..
Extremadura;Actos quirúrgicos/quirófano;1997;965,91
Extremadura;Actos quirúrgicos/quirófano;1996;1.003,54
Extremadura;Actos quirúrgicos/quirófano;1995;856,14
Extremadura;Actos quirúrgicos/quirófano;1994;829,29
Extremadura;Actos quirúrgicos/quirófano;1993;755,82
Extremadura;Actos quirúrgicos/quirófano;1992;696,79
Extremadura;Actos quirúrgicos/quirófano;1991;745,95
Extremadura;Partos/camas de obstetricia;2000;..
Extremadura;Partos/camas de obstetricia;1999;..
Extremadura;Partos/camas de obstetricia;1998;..
Extremadura;Partos/camas de obstetricia;1997;45,58
Extremadura;Partos/camas de obstetricia;1996;47,30
Extremadura;Partos/camas de obstetricia;1995;48,12
Extremadura;Partos/camas de obstetricia;1994;49,50
Extremadura;Partos/camas de obstetricia;1993;51,08
Extremadura;Partos/camas de obstetricia;1992;55,12
Extremadura;Partos/camas de obstetricia;1991;66,14
Extremadura;Necropsias/1.000 fallecidos;2000;..
Extremadura;Necropsias/1.000 fallecidos;1999;..
Extremadura;Necropsias/1.000 fallecidos;1998;..
Extremadura;Necropsias/1.000 fallecidos;1997;13,88
Extremadura;Necropsias/1.000 fallecidos;1996;22,73
Extremadura;Necropsias/1.000 fallecidos;1995;16,99
Extremadura;Necropsias/1.000 fallecidos;1994;23,48
Extremadura;Necropsias/1.000 fallecidos;1993;25,06
Extremadura;Necropsias/1.000 fallecidos;1992;25,06
Extremadura;Necropsias/1.000 fallecidos;1991;41,93
Badajoz;Grado de ocupación;2000;..
Badajoz;Grado de ocupación;1999;..
Badajoz;Grado de ocupación;1998;..
Badajoz;Grado de ocupación;1997;80,21
Badajoz;Grado de ocupación;1996;82,88
Badajoz;Grado de ocupación;1995;81,01
Badajoz;Grado de ocupación;1994;76,23
Badajoz;Grado de ocupación;1993;78,12
Badajoz;Grado de ocupación;1992;75,07
Badajoz;Grado de ocupación;1991;78,24
Badajoz;Promedio de estancias/enfermo;2000;..
Badajoz;Promedio de estancias/enfermo;1999;..
Badajoz;Promedio de estancias/enfermo;1998;..
Badajoz;Promedio de estancias/enfermo;1997;11,08
Badajoz;Promedio de estancias/enfermo;1996;11,17
Badajoz;Promedio de estancias/enfermo;1995;11,78
Badajoz;Promedio de estancias/enfermo;1994;11,64
Badajoz;Promedio de estancias/enfermo;1993;11,83
Badajoz;Promedio de estancias/enfermo;1992;12,12
Badajoz;Promedio de estancias/enfermo;1991;12,26
Badajoz;Índice de rotación;2000;..
Badajoz;Índice de rotación;1999;..
Badajoz;Índice de rotación;1998;..
Badajoz;Índice de rotación;1997;26,43
Badajoz;Índice de rotación;1996;27,08
Badajoz;Índice de rotación;1995;25,11
Badajoz;Índice de rotación;1994;23,90
Badajoz;Índice de rotación;1993;24,10
Badajoz;Índice de rotación;1992;22,61
Badajoz;Índice de rotación;1991;23,29
Badajoz;Actos quirúrgicos/quirófano;2000;..
Badajoz;Actos quirúrgicos/quirófano;1999;..
Badajoz;Actos quirúrgicos/quirófano;1998;..
Badajoz;Actos quirúrgicos/quirófano;1997;992,57
Badajoz;Actos quirúrgicos/quirófano;1996;969,89
Badajoz;Actos quirúrgicos/quirófano;1995;871,44
Badajoz;Actos quirúrgicos/quirófano;1994;788,89
Badajoz;Actos quirúrgicos/quirófano;1993;735,58
Badajoz;Actos quirúrgicos/quirófano;1992;676,49
Badajoz;Actos quirúrgicos/quirófano;1991;726,50
Badajoz;Partos/camas de obstetricia;2000;..
Badajoz;Partos/camas de obstetricia;1999;..
Badajoz;Partos/camas de obstetricia;1998;..
Badajoz;Partos/camas de obstetricia;1997;42,89
Badajoz;Partos/camas de obstetricia;1996;44,13
Badajoz;Partos/camas de obstetricia;1995;46,42
Badajoz;Partos/camas de obstetricia;1994;47,61
Badajoz;Partos/camas de obstetricia;1993;50,01
Badajoz;Partos/camas de obstetricia;1992;53,08
Badajoz;Partos/camas de obstetricia;1991;67,37
Badajoz;Necropsias/1.000 fallecidos;2000;..
Badajoz;Necropsias/1.000 fallecidos;1999;..
Badajoz;Necropsias/1.000 fallecidos;1998;..
Badajoz;Necropsias/1.000 fallecidos;1997;14,98
Badajoz;Necropsias/1.000 fallecidos;1996;22,10
Badajoz;Necropsias/1.000 fallecidos;1995;18,67
Badajoz;Necropsias/1.000 fallecidos;1994;18,76
Badajoz;Necropsias/1.000 fallecidos;1993;19,54
Badajoz;Necropsias/1.000 fallecidos;1992;24,06
Badajoz;Necropsias/1.000 fallecidos;1991;34,46
Cáceres;Grado de ocupación;2000;..
Cáceres;Grado de ocupación;1999;..
Cáceres;Grado de ocupación;1998;..
Cáceres;Grado de ocupación;1997;78,62
Cáceres;Grado de ocupación;1996;79,83
Cáceres;Grado de ocupación;1995;80,92
Cáceres;Grado de ocupación;1994;76,50
Cáceres;Grado de ocupación;1993;73,55
Cáceres;Grado de ocupación;1992;73,13
Cáceres;Grado de ocupación;1991;67,09
Cáceres;Promedio de estancias/enfermo;2000;..
Cáceres;Promedio de estancias/enfermo;1999;..
Cáceres;Promedio de estancias/enfermo;1998;..
Cáceres;Promedio de estancias/enfermo;1997;11,29
Cáceres;Promedio de estancias/enfermo;1996;11,04
Cáceres;Promedio de estancias/enfermo;1995;11,91
Cáceres;Promedio de estancias/enfermo;1994;11,99
Cáceres;Promedio de estancias/enfermo;1993;11,93
Cáceres;Promedio de estancias/enfermo;1992;13,07
Cáceres;Promedio de estancias/enfermo;1991;12,92
Cáceres;Índice de rotación;2000;..
Cáceres;Índice de rotación;1999;..
Cáceres;Índice de rotación;1998;..
Cáceres;Índice de rotación;1997;25,43
Cáceres;Índice de rotación;1996;26,40
Cáceres;Índice de rotación;1995;24,80
Cáceres;Índice de rotación;1994;23,28
Cáceres;Índice de rotación;1993;22,51
Cáceres;Índice de rotación;1992;20,43
Cáceres;Índice de rotación;1991;18,95
Cáceres;Actos quirúrgicos/quirófano;2000;..
Cáceres;Actos quirúrgicos/quirófano;1999;..
Cáceres;Actos quirúrgicos/quirófano;1998;..
Cáceres;Actos quirúrgicos/quirófano;1997;920,81
Cáceres;Actos quirúrgicos/quirófano;1996;1.072,36
Cáceres;Actos quirúrgicos/quirófano;1995;828,60
Cáceres;Actos quirúrgicos/quirófano;1994;915,59
Cáceres;Actos quirúrgicos/quirófano;1993;796,29
Cáceres;Actos quirúrgicos/quirófano;1992;736,70
Cáceres;Actos quirúrgicos/quirófano;1991;786,80
Cáceres;Partos/camas de obstetricia;2000;..
Cáceres;Partos/camas de obstetricia;1999;..
Cáceres;Partos/camas de obstetricia;1998;..
Cáceres;Partos/camas de obstetricia;1997;51,61
Cáceres;Partos/camas de obstetricia;1996;54,74
Cáceres;Partos/camas de obstetricia;1995;51,72
Cáceres;Partos/camas de obstetricia;1994;53,45
Cáceres;Partos/camas de obstetricia;1993;53,19
Cáceres;Partos/camas de obstetricia;1992;59,54
Cáceres;Partos/camas de obstetricia;1991;63,83
Cáceres;Necropsias/1.000 fallecidos;2000;..
Cáceres;Necropsias/1.000 fallecidos;1999;..
Cáceres;Necropsias/1.000 fallecidos;1998;..
Cáceres;Necropsias/1.000 fallecidos;1997;12,15
Cáceres;Necropsias/1.000 fallecidos;1996;23,83
Cáceres;Necropsias/1.000 fallecidos;1995;13,98
Cáceres;Necropsias/1.000 fallecidos;1994;33,65
Cáceres;Necropsias/1.000 fallecidos;1993;35,95
Cáceres;Necropsias/1.000 fallecidos;1992;27,20
Cáceres;Necropsias/1.000 fallecidos;1991;63,14
Galicia;Grado de ocupación;2000;..
Galicia;Grado de ocupación;1999;..
Galicia;Grado de ocupación;1998;..
Galicia;Grado de ocupación;1997;76,99
Galicia;Grado de ocupación;1996;79,73
Galicia;Grado de ocupación;1995;78,88
Galicia;Grado de ocupación;1994;78,96
Galicia;Grado de ocupación;1993;79,05
Galicia;Grado de ocupación;1992;77,83
Galicia;Grado de ocupación;1991;79,24
Galicia;Promedio de estancias/enfermo;2000;..
Galicia;Promedio de estancias/enfermo;1999;..
Galicia;Promedio de estancias/enfermo;1998;..
